"","SurveyID","ProjectID","LocationName","Date","Collectors","Longitude","Latitude","SurveyTypeID","Plot.Name","SpeciesVarietalCode","SpeciesVarietalName","Measurement","CanopyID","Woody_DBH_cm","Woody_Height_m","ProjCode","Genus"
"3090",782,"Sacramento R. Red Bluff to Hwy 32","Woodson River Right","7/17/2013","Z. Steel,ML,DC,DK,IL",-122.09,39.92,"Plant","EW2013_106","ACNE","Acer negundo",5,"",19.2,7.8,"SACTO","Acer"
"3092",782,"Sacramento R. Red Bluff to Hwy 32","Woodson River Right","7/17/2013","Z. Steel,ML,DC,DK,IL",-122.09,39.92,"Plant","EW2013_106","ACNE","Acer negundo",7,"",32.3,10.4,"SACTO","Acer"
"3094",782,"Sacramento R. Red Bluff to Hwy 32","Woodson River Right","7/17/2013","Z. Steel,ML,DC,DK,IL",-122.09,39.92,"Plant","EW2013_106","ACNE","Acer negundo",9,"",32.1,9.3,"SACTO","Acer"
"3151",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",1,"",8.3,6.7,"NAPSO","Acer"
"3152",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",2,"",6.1,5.6,"NAPSO","Acer"
"3154",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",4,"",8.5,6,"NAPSO","Acer"
"3155",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",5,"",12,1.5,"NAPSO","Acer"
"3156",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",6,"",14,11.3,"NAPSO","Acer"
"3157",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",7,"",10.5,10,"NAPSO","Acer"
"3158",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",8,"",6.9,3.5,"NAPSO","Acer"
"3159",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",9,"",10.4,5.6,"NAPSO","Acer"
"3160",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",10,"",8,6.4,"NAPSO","Acer"
"3173",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",23,"",13.4,9.3,"NAPSO","Acer"
"3174",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",24,"",13.8,7.6,"NAPSO","Acer"
"3176",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",26,"",5.2,3.4,"NAPSO","Acer"
"3177",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",27,"",5.7,7.5,"NAPSO","Acer"
"3178",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",28,"",8.2,8.2,"NAPSO","Acer"
"3180",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",30,"",5.3,7.3,"NAPSO","Acer"
"3181",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",31,"",6,8,"NAPSO","Acer"
"3183",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",33,"",23.5,10.8,"NAPSO","Acer"
"3184",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",34,"",22.2,10.8,"NAPSO","Acer"
"3185",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",35,"",14,9,"NAPSO","Acer"
"3186",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",36,"",18.9,8,"NAPSO","Acer"
"3187",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",37,"",14.5,8.4,"NAPSO","Acer"
"3188",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",38,"",13,4,"NAPSO","Acer"
"3190",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",40,"",19.5,9.7,"NAPSO","Acer"
"3191",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",41,"",23,8,"NAPSO","Acer"
"3196",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",1,"",-9999,1.4,"NAPSO","Acer"
"3197",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",2,"",-9999,5,"NAPSO","Acer"
"3198",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",3,"",-9999,1.6,"NAPSO","Acer"
"3199",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",4,"",-9999,3.2,"NAPSO","Acer"
"3200",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",5,"",-9999,1.4,"NAPSO","Acer"
"3201",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",6,"",-9999,1.7,"NAPSO","Acer"
"3202",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",7,"",-9999,1.15,"NAPSO","Acer"
"3203",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",8,"",-9999,1.65,"NAPSO","Acer"
"3204",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",9,"",-9999,5.5,"NAPSO","Acer"
"3205",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",10,"",-9999,5.3,"NAPSO","Acer"
"3206",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",11,"",-9999,2.4,"NAPSO","Acer"
"3207",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",12,"",-9999,3,"NAPSO","Acer"
"3208",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",13,"",-9999,5,"NAPSO","Acer"
"3211",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",16,"",-9999,1.4,"NAPSO","Acer"
"3212",799,"Napa_Sonoma","Riverfront Park","9/30/2013","Chris,Warren",-122.86,38.52,"Plant","S02013_200","ACNE","Acer negundo",17,"",-9999,4.4,"NAPSO","Acer"
"3213",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",1,"",-9999,2.5,"NAPSO","Acer"
"3216",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",4,"",-9999,3.6,"NAPSO","Acer"
"3217",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",5,"",-9999,5,"NAPSO","Acer"
"3218",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",6,"",-9999,4.5,"NAPSO","Acer"
"3219",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",7,"",-9999,4,"NAPSO","Acer"
"3220",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",8,"",-9999,5,"NAPSO","Acer"
"3221",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",9,"",-9999,3.5,"NAPSO","Acer"
"3222",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",10,"",-9999,3,"NAPSO","Acer"
"3224",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",12,"",-9999,3,"NAPSO","Acer"
"3225",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",13,"",-9999,2.5,"NAPSO","Acer"
"3226",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",14,"",-9999,5,"NAPSO","Acer"
"3230",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",18,"",-9999,2.5,"NAPSO","Acer"
"3232",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",20,"",-9999,4.5,"NAPSO","Acer"
"3233",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",21,"",-9999,7,"NAPSO","Acer"
"3234",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",22,"",-9999,6.5,"NAPSO","Acer"
"3238",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",26,"",-9999,2,"NAPSO","Acer"
"3239",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",27,"",-9999,2,"NAPSO","Acer"
"3240",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",28,"",-9999,3,"NAPSO","Acer"
"3241",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",29,"",-9999,4.5,"NAPSO","Acer"
"3242",800,"Napa_Sonoma","Steelhead Beach","10/1/2013","M.Vaghti,Thomas,Ferdinanda",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",30,"",-9999,2.5,"NAPSO","Acer"
"3246",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",1,"",5.7,5.1,"NAPSO","Acer"
"3247",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",2,"",6.7,6.7,"NAPSO","Acer"
"3248",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",3,"",29.2,10,"NAPSO","Acer"
"3249",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",4,"",31.4,10,"NAPSO","Acer"
"3250",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",5,"",31.5,10.8,"NAPSO","Acer"
"3251",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",6,"",29.1,10.2,"NAPSO","Acer"
"3252",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",7,"",17.1,7,"NAPSO","Acer"
"3253",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",8,"",33.1,6.6,"NAPSO","Acer"
"3254",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",9,"",7,2.7,"NAPSO","Acer"
"3255",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",10,"",16.2,13.3,"NAPSO","Acer"
"3256",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",11,"",28.2,8.4,"NAPSO","Acer"
"3257",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",12,"",42,11.6,"NAPSO","Acer"
"3258",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",13,"",23.5,5.7,"NAPSO","Acer"
"3259",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",14,"",31.4,11.6,"NAPSO","Acer"
"3260",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",15,"",30,17.5,"NAPSO","Acer"
"3261",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",16,"",6.4,7.5,"NAPSO","Acer"
"3262",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",17,"",5.1,5.5,"NAPSO","Acer"
"3263",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",18,"",6.5,8.2,"NAPSO","Acer"
"3264",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",19,"",23,9.2,"NAPSO","Acer"
"3265",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",20,"",13.3,3.3,"NAPSO","Acer"
"3269",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",24,"",19.8,9.8,"NAPSO","Acer"
"3270",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",25,"",38,12.1,"NAPSO","Acer"
"3271",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",26,"",16,4.4,"NAPSO","Acer"
"3272",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","ACNE","Acer negundo",27,"",32.2,10.9,"NAPSO","Acer"
"3387",802,"Napa_Sonoma","Pepperwood","10/1/2013","M.Vaghti,Chris,Ferdinanda",-122.69,38.59,"Plant","S02013_203","ACNE","Acer negundo",21,"",7.02,1.27,"NAPSO","Acer"
"3583",804,"Napa_Sonoma","MacMurray","10/3/2013","Mehrey,SA,MM,CY",-122.9,38.52,"Plant","S02013_207","ACNE","Acer negundo",21,"",7.02,1.27,"NAPSO","Acer"
"3592",805,"Napa_Sonoma","Bothe Napa","10/4/2013","M.Vaghti,Paul,Joe,Chris",-122.52,38.55,"Plant","S02013_213","ACMA","Acer macrophyllum",6,"",28.3,13.1,"NAPSO","Acer"
"3594",805,"Napa_Sonoma","Bothe Napa","10/4/2013","M.Vaghti,Paul,Joe,Chris",-122.52,38.55,"Plant","S02013_213","ACMA","Acer macrophyllum",8,"",62.9,28,"NAPSO","Acer"
"3595",805,"Napa_Sonoma","Bothe Napa","10/4/2013","M.Vaghti,Paul,Joe,Chris",-122.52,38.55,"Plant","S02013_213","ACMA","Acer macrophyllum",9,"",22.3,13.3,"NAPSO","Acer"
"3596",805,"Napa_Sonoma","Bothe Napa","10/4/2013","M.Vaghti,Paul,Joe,Chris",-122.52,38.55,"Plant","S02013_213","ACMA","Acer macrophyllum",10,"",55.3,15,"NAPSO","Acer"
"3597",805,"Napa_Sonoma","Bothe Napa","10/4/2013","M.Vaghti,Paul,Joe,Chris",-122.52,38.55,"Plant","S02013_213","ACMA","Acer macrophyllum",11,"",52.2,-9999,"NAPSO","Acer"
"3598",805,"Napa_Sonoma","Bothe Napa","10/4/2013","M.Vaghti,Paul,Joe,Chris",-122.52,38.55,"Plant","S02013_213","ACMA","Acer macrophyllum",12,"",29.2,15.9,"NAPSO","Acer"
"3600",805,"Napa_Sonoma","Bothe Napa","10/4/2013","M.Vaghti,Paul,Joe,Chris",-122.52,38.55,"Plant","S02013_213","ACMA","Acer macrophyllum",14,"",47.6,28,"NAPSO","Acer"
"3636",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","ACNE","Acer negundo",21,"",7.02,1.27,"NAPSO","Acer"
"3693",808,"Napa_Sonoma","Bothe Napa","10/4/2013","MV,FF,MM,SA",-122.52,38.55,"Plant","S02013_212","ACNE","Acer negundo",1,"",18.4,4.5,"NAPSO","Acer"
"3695",808,"Napa_Sonoma","Bothe Napa","10/4/2013","MV,FF,MM,SA",-122.52,38.55,"Plant","S02013_212","ACNE","Acer negundo",3,"",30,8.1,"NAPSO","Acer"
"3696",808,"Napa_Sonoma","Bothe Napa","10/4/2013","MV,FF,MM,SA",-122.52,38.55,"Plant","S02013_212","ACNE","Acer negundo",4,"",21.2,7.9,"NAPSO","Acer"
"3697",808,"Napa_Sonoma","Bothe Napa","10/4/2013","MV,FF,MM,SA",-122.52,38.55,"Plant","S02013_212","ACNE","Acer negundo",5,"",34,7.4,"NAPSO","Acer"
"3698",808,"Napa_Sonoma","Bothe Napa","10/4/2013","MV,FF,MM,SA",-122.52,38.55,"Plant","S02013_212","ACNE","Acer negundo",6,"",35.7,9.1,"NAPSO","Acer"
"3699",808,"Napa_Sonoma","Bothe Napa","10/4/2013","MV,FF,MM,SA",-122.52,38.55,"Plant","S02013_212","ACNE","Acer negundo",7,"",24.9,6.4,"NAPSO","Acer"
"3700",808,"Napa_Sonoma","Bothe Napa","10/4/2013","MV,FF,MM,SA",-122.52,38.55,"Plant","S02013_212","ACNE","Acer negundo",8,"",29.9,9.6,"NAPSO","Acer"
"3760",811,"Cosumnes River Preserve","Denier","10/12/2013","M.Vaghti,Kathy,Bob,Maggie,Joni",-121.38,38.31,"Plant","Crp2013_501","ACNE","Acer negundo",21,"",7.02,1.27,"COSRP","Acer"
"3786",813,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,SteveS.,BonnieM.,AngieM.,Mai",-121.44,38.27,"Plant","Crp2013_502","ACNE","Acer negundo",21,"",7.02,1.27,"COSRP","Acer"
"3913",816,"Cosumnes River Preserve","Triangle Field","10/13/2013","M.Vaghti,SteveS.,BonnieM.,AngieM.,Mai",-121.44,38.27,"Plant","Crp2013_505","ACNE","Acer negundo",13,"",-9999,0.034,"COSRP","Acer"
"3917",816,"Cosumnes River Preserve","Triangle Field","10/13/2013","M.Vaghti,SteveS.,BonnieM.,AngieM.,Mai",-121.44,38.27,"Plant","Crp2013_505","ACNE","Acer negundo",17,"",-9999,1.84,"COSRP","Acer"
"3918",816,"Cosumnes River Preserve","Triangle Field","10/13/2013","M.Vaghti,SteveS.,BonnieM.,AngieM.,Mai",-121.44,38.27,"Plant","Crp2013_505","ACNE","Acer negundo",18,"",-9999,1.93,"COSRP","Acer"
"3919",816,"Cosumnes River Preserve","Triangle Field","10/13/2013","M.Vaghti,SteveS.,BonnieM.,AngieM.,Mai",-121.44,38.27,"Plant","Crp2013_505","ACNE","Acer negundo",19,"",-9999,2.7,"COSRP","Acer"
"3920",816,"Cosumnes River Preserve","Triangle Field","10/13/2013","M.Vaghti,SteveS.,BonnieM.,AngieM.,Mai",-121.44,38.27,"Plant","Crp2013_505","ACNE","Acer negundo",20,"",-9999,1.42,"COSRP","Acer"
"3922",816,"Cosumnes River Preserve","Triangle Field","10/13/2013","M.Vaghti,SteveS.,BonnieM.,AngieM.,Mai",-121.44,38.27,"Plant","Crp2013_505","ACNE","Acer negundo",21,"",7.02,1.27,"COSRP","Acer"
"4088",818,"Cosumnes River Preserve","Intentional Forest","10/14/2013","BonnieM.,AngieM.,SteveS.",-121.44,38.27,"Plant","Crp2013_507","ACNE","Acer negundo",37,"",8.5,-9999,"COSRP","Acer"
"4103",818,"Cosumnes River Preserve","Intentional Forest","10/14/2013","BonnieM.,AngieM.,SteveS.",-121.44,38.27,"Plant","Crp2013_507","ACNE","Acer negundo",52,"",10.6,10,"COSRP","Acer"
"4104",818,"Cosumnes River Preserve","Intentional Forest","10/14/2013","BonnieM.,AngieM.,SteveS.",-121.44,38.27,"Plant","Crp2013_507","ACNE","Acer negundo",53,"",9.2,11,"COSRP","Acer"
"4106",818,"Cosumnes River Preserve","Intentional Forest","10/14/2013","BonnieM.,AngieM.,SteveS.",-121.44,38.27,"Plant","Crp2013_507","ACNE","Acer negundo",55,"",7.5,9,"COSRP","Acer"
"4121",818,"Cosumnes River Preserve","Intentional Forest","10/14/2013","BonnieM.,AngieM.,SteveS.",-121.44,38.27,"Plant","Crp2013_507","ACNE","Acer negundo",70,"",5.9,8.5,"COSRP","Acer"
"4196",820,"Napa_Sonoma","Bothe Napa","10/14/2013","RAH",-121.39,38.28,"Plant","Crp2013_509","ACNE","Acer negundo",5,"",7.1,3.8,"NAPSO","Acer"
"4226",820,"Napa_Sonoma","Bothe Napa","10/14/2013","RAH",-121.39,38.28,"Plant","Crp2013_509","ACNE","Acer negundo",35,"",6.13,8,"NAPSO","Acer"
"4228",820,"Napa_Sonoma","Bothe Napa","10/14/2013","RAH",-121.39,38.28,"Plant","Crp2013_509","ACNE","Acer negundo",37,"",7.2,7,"NAPSO","Acer"
"4229",820,"Napa_Sonoma","Bothe Napa","10/14/2013","RAH",-121.39,38.28,"Plant","Crp2013_509","ACNE","Acer negundo",38,"",8.1,8,"NAPSO","Acer"
"4230",820,"Napa_Sonoma","Bothe Napa","10/14/2013","RAH",-121.39,38.28,"Plant","Crp2013_509","ACNE","Acer negundo",39,"",5.6,6,"NAPSO","Acer"
"4311",847,"Cosumnes River Preserve","Lower Floodplain","8/31/2013","RH,JD,DB",-121.4,38.27,"Plant","2","ACNE","Acer negundo",21,"",7.02,1.27,"COSRP","Acer"
"9",6,"Heritage Oak Winery","RIP01","3/20/2012","G. Venicx, K. Swan, M. Vaghti, C. Guillen",-121.2,38.15,"Plant","RIP01","QULO","Quercus lobata",21,"",18.9,8.1,"HEROW","Quercus"
"72",7,"Heritage Oak Winery","RIP02","3/20/2012","A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,"Plant","RIP02","QULO","Quercus lobata",21,"",18.9,8.1,"HEROW","Quercus"
"77",8,"Heritage Oak Winery","RIP03","3/20/2012","N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,"Plant","RIP03","QULO","Quercus lobata",5,"",64.5,37,"HEROW","Quercus"
"95",8,"Heritage Oak Winery","RIP03","3/20/2012","N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,"Plant","RIP03","QULO","Quercus lobata",23,"",89.8,24.98,"HEROW","Quercus"
"96",8,"Heritage Oak Winery","RIP03","3/20/2012","N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,"Plant","RIP03","QULO","Quercus lobata",24,"",83,24.83,"HEROW","Quercus"
"107",8,"Heritage Oak Winery","RIP03","3/20/2012","N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,"Plant","RIP03","QULO","Quercus lobata",35,"",139.4,19.9,"HEROW","Quercus"
"108",8,"Heritage Oak Winery","RIP03","3/20/2012","N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,"Plant","RIP03","QULO","Quercus lobata",36,"",75.5,16.9,"HEROW","Quercus"
"183",9,"Heritage Oak Winery","RIP04","3/20/2012","J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,"Plant","RIP04","QULO","Quercus lobata",21,"",18.9,8.1,"HEROW","Quercus"
"199",10,"Heritage Oak Winery","RIP05","3/21/2012","M. Vaghti",-121.19,38.16,"Plant","RIP05","QULO","Quercus lobata",21,"",18.9,8.1,"HEROW","Quercus"
"295",11,"Heritage Oak Winery","RIP06","3/20/2012","Andrew, Nina, Carmen, Gitte",-121.2,38.16,"Plant","RIP06","QULO","Quercus lobata",21,"",18.9,8.1,"HEROW","Quercus"
"298",12,"Heritage Oak Winery","RIP07","3/20/2012","K. Swan, B. Harlan, J. Romero, S. Tremayne",-121.2,38.15,"Plant","RIP07","QULO","Quercus lobata",3,"",10.1,5.5,"HEROW","Quercus"
